Insertion_Index Worst_Case_Time(us) Best_Case_Time(us)
32939 54.159 0.071
32940 49.518 0.061
32941 49.498 0.061
32942 49.59 0.074
32943 49.595 0.074
32944 49.465 0.063
32945 49.539 0.073
32946 49.494 0.075
32947 49.543 0.065
32948 49.703 0.073
32949 49.484 0.073
32950 49.54 0.074
32951 49.51 0.073
32952 49.512 0.065
32953 49.516 0.066
32954 49.507 0.059
32955 49.51 0.063
32956 49.512 0.066
32957 49.518 0.063
32958 72.633 0.074
32959 49.541 0.073
32960 49.584 0.071
32961 49.538 0.073
32962 49.496 0.06
32963 49.608 0.06
32964 49.525 0.061
32965 49.684 0.063
32966 49.519 0.063
32967 49.668 0.071
32968 52.632 0.062
32969 49.522 0.064
32970 49.536 0.064
32971 49.597 0.065
32972 49.544 0.06
32973 49.567 0.062
32974 49.548 0.06
32975 49.593 0.065
32976 49.52 0.067
32977 49.531 0.064
32978 66.418 0.073
32979 49.551 0.071
32980 49.65 0.063
32981 49.557 0.062
32982 49.531 0.071
32983 49.573 0.071
32984 49.55 0.064
32985 49.562 0.071
32986 49.557 0.064
32987 49.539 0.064
32988 49.608 0.063
32989 49.515 0.062
32990 49.605 0.064
32991 49.585 0.062
32992 49.729 0.059
32993 60.488 0.061
32994 49.543 0.061
32995 49.48 0.073
32996 49.543 0.066
32997 49.568 0.073
32998 49.529 0.072
32999 49.645 0.071
33000 49.583 0.061
33001 80.363 0.083
33002 52.616 0.066
33003 50.079 0.063
33004 49.99 0.076
33005 49.704 0.06
33006 49.659 0.062
33007 49.917 0.072
33008 49.658 0.063
33009 49.689 0.063
33010 49.741 0.064
33011 49.72 0.071
33012 49.667 0.062
33013 49.774 0.063
33014 49.694 0.063
33015 49.594 0.062
33016 49.643 0.073
33017 51.498 0.072
33018 50.001 0.07
33019 49.668 0.062
33020 49.675 0.063
33021 49.798 0.064
33022 62.896 0.06
33023 49.677 0.061
33024 49.675 0.065
33025 49.679 0.063
33026 49.557 0.062
33027 49.623 0.073
33028 49.8 0.068
33029 49.65 0.064
33030 49.623 0.06
33031 49.62 0.073
33032 49.703 0.066
33033 49.656 0.062
33034 49.679 0.064
33035 49.599 0.065
33036 49.658 0.074
33037 49.689 0.063
33038 49.698 0.065
33039 49.631 0.062
33040 49.808 0.065
33041 49.664 0.062
33042 49.82 0.073
33043 49.736 0.072
33044 49.661 0.06
33045 49.63 0.061
33046 49.716 0.065
33047 49.689 0.06
33048 49.677 0.065
33049 49.791 0.065
33050 49.724 0.073
33051 49.681 0.073
33052 49.597 0.065
33053 49.658 0.073
33054 49.628 0.064
33055 49.6 0.075
33056 49.699 0.067
33057 49.745 0.073
33058 49.689 0.066
33059 49.625 0.063
33060 49.703 0.065
33061 49.773 0.062
33062 49.689 0.065
33063 49.769 0.063
33064 49.848 0.065
33065 49.85 0.062
33066 49.817 0.072
33067 58.898 0.062
33068 49.773 0.064
33069 49.756 0.066
33070 49.813 0.066
33071 49.65 0.064
33072 49.696 0.059
33073 49.76 0.074
33074 49.748 0.067
33075 49.726 0.063
33076 49.708 0.073
33077 49.671 0.063
33078 49.705 0.067
33079 100.842 0.091
33080 51.574 0.062
33081 50.656 0.059
33082 49.746 0.064
33083 49.753 0.063
33084 49.8 0.073
33085 49.777 0.063
33086 49.694 0.072
33087 49.681 0.059
33088 49.749 0.064
33089 49.918 0.065
33090 49.849 0.062
33091 49.707 0.063
33092 49.685 0.063
33093 49.773 0.062
33094 49.722 0.07
33095 49.713 0.062
33096 49.777 0.066
33097 49.732 0.066
33098 49.696 0.067
33099 49.788 0.066
33100 49.737 0.075
33101 49.725 0.061
33102 49.788 0.065
33103 49.851 0.063
33104 49.725 0.067
33105 49.774 0.066
33106 49.804 0.067
33107 49.725 0.062
33108 49.818 0.067
33109 49.686 0.061
33110 49.821 0.064
33111 49.883 0.063
33112 49.706 0.072
33113 49.922 0.064
33114 49.864 0.066
33115 49.738 0.071
33116 49.668 0.065
33117 49.785 0.064
33118 50.247 0.065
33119 50.211 0.065
33120 49.892 0.062
33121 49.805 0.064
33122 49.887 0.064
33123 49.88 0.063
33124 49.904 0.071
33125 49.734 0.057
33126 49.768 0.062
33127 49.756 0.061
33128 50.014 0.066
33129 49.81 0.062
33130 49.934 0.061
33131 49.744 0.073
33132 49.793 0.063
33133 49.738 0.075
33134 49.755 0.066
33135 49.85 0.072
33136 49.768 0.065
33137 49.89 0.073
33138 49.856 0.073
33139 49.904 0.06
33140 49.762 0.064
33141 49.78 0.061
33142 49.931 0.07
33143 49.96 0.061
33144 53.276 0.064
33145 49.899 0.062
33146 49.86 0.067
33147 49.941 0.065
33148 49.842 0.06
33149 49.859 0.062
33150 49.894 0.063
33151 49.941 0.07
33152 49.915 0.073
33153 49.866 0.065
33154 49.836 0.073
33155 49.899 0.063
33156 49.921 0.073
33157 49.875 0.065
33158 49.994 0.073
33159 89.967 0.073
33160 50.226 0.07
33161 49.974 0.074
33162 49.993 0.074
33163 49.899 0.071
33164 49.898 0.071
33165 49.979 0.064
33166 50.057 0.067
33167 49.861 0.064
33168 50.099 0.066
33169 50.055 0.072
33170 50.15 0.063
33171 49.959 0.062
33172 49.996 0.058
33173 49.876 0.063
33174 62.392 0.073
33175 49.858 0.061
33176 49.821 0.064
33177 49.873 0.069
33178 49.884 0.072
33179 49.998 0.062
33180 49.99 0.063
33181 49.825 0.064
33182 49.952 0.062
33183 49.942 0.061
33184 49.916 0.071
33185 49.975 0.061
33186 49.983 0.072
33187 49.901 0.059
33188 49.926 0.07
33189 49.99 0.064
33190 49.933 0.064
33191 50.026 0.061
33192 49.961 0.062
33193 49.962 0.063
33194 49.995 0.064
33195 49.995 0.062
33196 49.96 0.06
33197 49.995 0.065
33198 49.939 0.07
33199 50.067 0.061
33200 49.996 0.061
33201 49.868 0.071
33202 49.974 0.063
33203 49.922 0.063
33204 49.931 0.057
33205 49.989 0.061
33206 49.993 0.063
33207 49.894 0.064
33208 49.954 0.062
33209 49.899 0.064
33210 50.015 0.063
33211 49.836 0.062
33212 49.979 0.073
33213 49.984 0.06
33214 49.991 0.069
33215 50.016 0.072
33216 50.084 0.064
33217 50.012 0.061
33218 49.849 0.071
33219 49.917 0.064
33220 49.911 0.061
33221 49.948 0.072
33222 49.949 0.061
33223 49.966 0.061
33224 50.027 0.062
33225 49.967 0.061
33226 50.043 0.06
33227 49.976 0.073
33228 49.939 0.063
33229 49.832 0.062
33230 50.194 0.074
33231 49.94 0.059
33232 49.966 0.063
33233 49.875 0.062
33234 49.94 0.064
33235 49.989 0.062
33236 49.997 0.063
33237 49.946 0.063
33238 49.979 0.06
33239 59.615 0.066
33240 50.571 0.061
33241 49.934 0.062
33242 50.014 0.073
33243 49.952 0.063
33244 50.055 0.064
33245 50.155 0.067
33246 50.008 0.061
33247 50.104 0.063
33248 50.076 0.071
33249 50.043 0.063
33250 50.102 0.062
33251 50.035 0.073
33252 50.084 0.066
33253 50.047 0.064
33254 50.061 0.062
33255 49.907 0.072
33256 50.131 0.064
33257 50.051 0.065
33258 50.062 0.073
33259 50.168 0.058
33260 50.091 0.069
33261 50.259 0.063
33262 50.111 0.073
33263 50.017 0.074
33264 49.902 0.072
33265 50.076 0.064
33266 50.121 0.073
33267 49.973 0.061
33268 50.08 0.065
33269 58.894 0.057
33270 50.026 0.063
33271 49.959 0.064
33272 50.063 0.067
33273 50.143 0.075
33274 50.148 0.07
33275 50.156 0.073
33276 50.091 0.064
33277 50.015 0.073
33278 50.141 0.065
33279 50.2 0.06
33280 50.022 0.064
33281 50.146 0.07
33282 50.137 0.071
33283 50.07 0.062
33284 50.368 0.06
33285 49.956 0.073
33286 50.157 0.064
33287 50.285 0.071
33288 58.978 0.065
33289 50.104 0.064
33290 50.097 0.063
33291 50.166 0.06
33292 50.043 0.067
33293 50.121 0.063
33294 49.966 0.065
33295 50.193 0.061
33296 50.009 0.069
33297 50.245 0.066
33298 50.031 0.073
33299 50.172 0.066
33300 50.128 0.073
33301 50.098 0.063
33302 50.141 0.064
33303 50.221 0.063
33304 50.061 0.065
33305 50.171 0.065
33306 55.38 0.063
33307 50.108 0.067
33308 50.107 0.06
33309 50.187 0.073
33310 50.302 0.058
33311 51.76 0.076
33312 50.739 0.066
33313 50.071 0.061
33314 50.091 0.061
33315 50.125 0.061
33316 50.119 0.057
33317 50.042 0.066
33318 57.451 0.064
33319 60.878 0.073
33320 50.334 0.064
33321 50.205 0.059
33322 50.21 0.066
33323 50.199 0.061
33324 50.12 0.073
33325 50.167 0.071
33326 50.19 0.064
33327 50.398 0.061
33328 50.132 0.064
33329 50.183 0.06
33330 50.167 0.073
33331 50.12 0.063
33332 50.225 0.06
33333 50.09 0.065
33334 50.25 0.058
33335 50.157 0.07
33336 50.095 0.071
33337 50.191 0.059
33338 50.178 0.065
33339 50.196 0.073
33340 50.108 0.059
33341 50.17 0.064
33342 50.169 0.061
33343 50.279 0.071
33344 50.118 0.064
33345 50.152 0.071
33346 50.179 0.06
33347 50.163 0.061
33348 50.177 0.063
33349 50.132 0.072
33350 50.106 0.065
33351 50.109 0.061
33352 50.2 0.06
33353 50.153 0.072
33354 50.245 0.063
33355 50.312 0.06
33356 50.168 0.073
33357 50.119 0.073
33358 50.163 0.065
33359 50.155 0.066
33360 50.108 0.065
33361 55.009 0.067
33362 50.116 0.065
33363 50.137 0.068
33364 50.314 0.063
33365 50.317 0.073
33366 50.262 0.064
33367 50.32 0.071
33368 50.25 0.07
33369 50.187 0.073
33370 50.192 0.062
33371 50.597 0.075
33372 50.638 0.06
33373 50.223 0.061
33374 50.264 0.065
33375 50.242 0.072
33376 50.284 0.073
33377 50.265 0.068
33378 50.192 0.063
33379 50.208 0.073
33380 50.184 0.071
33381 50.272 0.063
33382 50.303 0.064
33383 50.108 0.064
33384 50.279 0.064
33385 50.219 0.062
33386 50.127 0.059
33387 50.238 0.065
33388 50.175 0.073
33389 50.227 0.06
33390 50.314 0.063
33391 50.253 0.062
33392 50.202 0.063
33393 50.276 0.075
33394 50.269 0.071
33395 50.247 0.072
33396 50.265 0.065
33397 50.24 0.067
33398 82.951 0.073
33399 51.415 0.06
33400 91.79 0.067
33401 51.09 0.074
33402 66.86 0.071
33403 50.698 0.079
33404 50.321 0.063
33405 77.141 0.065
33406 50.306 0.073
33407 50.199 0.063
33408 50.227 0.063
33409 50.273 0.062
33410 50.263 0.073
33411 60.143 0.07
33412 50.061 0.063
33413 50.306 0.071
33414 50.314 0.06
33415 50.357 0.061
33416 50.228 0.062
33417 50.356 0.065
33418 50.286 0.063
33419 50.324 0.067
33420 50.298 0.063
33421 50.946 0.062
33422 50.772 0.061
33423 50.271 0.06
33424 50.265 0.073
33425 50.393 0.068
33426 50.357 0.065
33427 50.394 0.063
33428 50.308 0.075
33429 50.258 0.06
33430 50.26 0.06
33431 50.321 0.064
33432 50.345 0.07
33433 50.33 0.062
33434 50.242 0.064
33435 50.301 0.06
33436 50.258 0.063
33437 50.371 0.066
33438 53.816 0.06
33439 50.315 0.065
33440 50.274 0.073
33441 50.39 0.071
33442 50.28 0.065
33443 50.427 0.063
33444 50.328 0.073
33445 50.216 0.065
33446 50.179 0.072
33447 50.343 0.066
33448 50.392 0.073
33449 50.628 0.065
33450 50.397 0.061
33451 50.304 0.061
33452 50.3 0.064
33453 50.394 0.062
33454 54.006 0.072
33455 50.417 0.063
33456 50.316 0.073
33457 56.299 0.062
33458 50.251 0.065
33459 50.311 0.067
33460 50.352 0.064
33461 50.257 0.066
33462 50.328 0.064
33463 50.436 0.063
33464 50.283 0.059
33465 50.238 0.061
33466 50.216 0.062
33467 50.224 0.073
33468 50.283 0.062
33469 50.319 0.062
33470 50.286 0.065
33471 50.304 0.063
33472 97.671 0.073
33473 50.272 0.065
33474 50.289 0.064
33475 50.276 0.062
33476 50.291 0.072
33477 78.724 0.069
33478 80.24 0.094
33479 52.457 0.073
33480 51.093 0.06
33481 50.413 0.066
33482 50.386 0.063
33483 50.335 0.071
33484 50.375 0.065
33485 50.47 0.074
33486 50.374 0.063
33487 50.402 0.066
33488 50.412 0.065
33489 50.382 0.062
33490 50.459 0.073
33491 50.459 0.062
33492 50.45 0.07
33493 50.415 0.066
33494 50.358 0.063
33495 50.422 0.064
33496 50.48 0.073
33497 50.445 0.065
33498 50.398 0.066
33499 50.517 0.065
33500 50.48 0.063
33501 50.401 0.069
33502 50.5 0.073
33503 50.438 0.064
33504 50.38 0.062
33505 50.396 0.066
33506 50.469 0.061
33507 50.411 0.065
33508 50.392 0.071
33509 50.48 0.07
33510 50.413 0.065
33511 50.437 0.072
33512 50.396 0.06
33513 50.607 0.072
33514 50.407 0.059
33515 50.422 0.061
33516 50.625 0.073
33517 50.451 0.063
33518 50.424 0.062
33519 50.454 0.063
33520 50.416 0.058
33521 61.522 0.062
33522 51.053 0.063
33523 51.03 0.062
33524 50.433 0.075
33525 50.448 0.064
33526 50.361 0.067
33527 50.511 0.063
33528 50.409 0.066
33529 50.379 0.066
33530 50.368 0.073
33531 50.54 0.071
33532 50.477 0.064
33533 50.422 0.058
33534 50.409 0.069
33535 50.546 0.068
33536 50.517 0.071
33537 55.762 0.06
33538 50.498 0.06
33539 50.477 0.07
33540 50.584 0.075
33541 50.52 0.063
33542 50.625 0.071
33543 50.578 0.064
33544 50.564 0.063
33545 50.502 0.062
33546 50.48 0.06
33547 50.506 0.063
33548 50.485 0.064
33549 50.531 0.062
33550 50.623 0.062
33551 50.54 0.07
33552 50.511 0.06
33553 50.569 0.067
33554 50.537 0.073
33555 64.026 0.069
33556 50.967 0.059
33557 50.563 0.06
33558 50.98 0.061
33559 50.524 0.06
33560 50.524 0.071
33561 50.585 0.073
33562 50.406 0.061
33563 50.403 0.062
33564 50.371 0.063
33565 50.44 0.062
33566 50.461 0.062
33567 50.51 0.065
33568 50.384 0.059
33569 55.389 0.066
33570 50.416 0.064
33571 101.016 0.073
33572 50.393 0.06
33573 50.496 0.063
33574 50.519 0.059
33575 50.556 0.073
33576 50.558 0.062
33577 65.527 0.063
33578 50.53 0.062
33579 50.492 0.064
33580 50.445 0.063
33581 50.602 0.067
33582 50.538 0.062
33583 50.573 0.061
33584 50.597 0.071
33585 50.593 0.064
33586 50.496 0.071
33587 50.546 0.064
33588 50.579 0.057
33589 50.533 0.063
33590 50.558 0.071
33591 50.512 0.062
33592 50.528 0.073
33593 50.519 0.063
33594 50.495 0.071
33595 50.495 0.071
33596 50.469 0.065
33597 50.453 0.064
33598 50.493 0.069
33599 50.468 0.061
33600 50.428 0.072
33601 50.48 0.063
33602 50.488 0.062
33603 50.512 0.064
33604 50.513 0.061
33605 50.481 0.073
33606 50.477 0.064
33607 50.472 0.063
33608 50.53 0.06
33609 50.512 0.069
33610 50.553 0.065
33611 50.575 0.064
33612 50.526 0.061
33613 50.529 0.061
33614 50.588 0.059
33615 50.548 0.07
33616 50.624 0.064
33617 50.588 0.071
33618 50.652 0.061
33619 50.56 0.072
33620 50.663 0.061
33621 50.688 0.06
33622 55.745 0.055
33623 50.856 0.069
33624 50.763 0.063
33625 50.765 0.061
33626 50.572 0.065
33627 50.677 0.061
33628 50.555 0.062
33629 50.718 0.065
33630 50.568 0.059
33631 50.629 0.062
33632 50.548 0.061
33633 50.665 0.064
33634 51.096 0.062
33635 50.764 0.052
33636 50.592 0.071
33637 50.56 0.07
33638 50.566 0.064
33639 50.868 0.071
33640 50.608 0.071
33641 50.632 0.072
33642 50.594 0.072
33643 50.538 0.065
33644 50.597 0.063
33645 50.576 0.063
33646 50.663 0.064
33647 50.631 0.074
33648 50.586 0.074
33649 50.611 0.066
33650 50.609 0.072
33651 50.64 0.06
33652 50.738 0.07
33653 50.569 0.071
33654 50.735 0.06
33655 50.608 0.072
33656 50.597 0.072
33657 50.609 0.063
33658 50.623 0.064
33659 50.548 0.073
33660 50.597 0.073
33661 50.508 0.061
33662 50.667 0.063
33663 50.611 0.07
33664 50.665 0.072
33665 50.753 0.072
33666 50.649 0.072
33667 50.664 0.059
33668 50.684 0.072
33669 50.561 0.064
33670 50.711 0.057
33671 50.627 0.073
33672 77.772 0.063
33673 50.707 0.064
33674 50.613 0.057
33675 50.676 0.073
33676 50.691 0.065
33677 50.715 0.066
33678 50.723 0.062
33679 50.669 0.075
33680 50.666 0.067
33681 50.715 0.066
33682 50.714 0.062
33683 50.665 0.066
33684 50.745 0.065
33685 50.722 0.071
33686 50.744 0.062
33687 50.668 0.066
33688 50.719 0.073
33689 50.646 0.066
33690 50.709 0.061
33691 50.675 0.06
33692 50.712 0.073
33693 50.692 0.063
33694 50.736 0.072
33695 50.703 0.065
33696 50.698 0.065
33697 50.726 0.065
33698 50.701 0.064
33699 50.911 0.07
33700 50.658 0.063
33701 50.701 0.061
33702 50.701 0.066
33703 50.795 0.061
33704 50.706 0.061
33705 50.717 0.073
33706 50.769 0.057
33707 50.696 0.072
33708 50.778 0.061
33709 58.573 0.07
33710 50.64 0.073
33711 50.61 0.067
33712 50.771 0.074
33713 93.258 0.089
33714 53.938 0.06
33715 51.49 0.058
33716 50.815 0.074
33717 50.751 0.067
33718 50.686 0.064
33719 50.763 0.064
33720 50.696 0.063
33721 51.772 0.062
33722 50.69 0.065
33723 50.63 0.064
33724 50.727 0.063
33725 50.668 0.066
33726 50.628 0.066
33727 50.652 0.063
33728 50.606 0.064
33729 50.675 0.064
33730 50.684 0.064
33731 50.584 0.065
33732 50.705 0.06
33733 50.698 0.064
33734 50.789 0.068
33735 50.8 0.067
33736 50.778 0.067
33737 50.8 0.067
33738 50.806 0.063
33739 50.693 0.064
33740 50.788 0.068
33741 50.844 0.074
33742 50.805 0.063
33743 50.742 0.063
33744 50.783 0.07
33745 50.821 0.063
33746 50.81 0.068
33747 50.792 0.06
33748 50.797 0.066
33749 50.893 0.073
33750 50.705 0.075
33751 50.902 0.072
33752 50.796 0.064
33753 50.843 0.066
33754 50.828 0.073
33755 50.856 0.064
33756 50.848 0.063
33757 50.769 0.071
33758 50.874 0.066
33759 50.773 0.061
33760 50.867 0.072
33761 50.848 0.063
33762 50.875 0.065
33763 50.789 0.071
33764 50.829 0.073
33765 50.819 0.064
33766 50.843 0.06
33767 50.873 0.063
33768 50.853 0.065
33769 50.83 0.071
33770 50.877 0.075
33771 50.964 0.068
33772 50.827 0.065
33773 50.835 0.062
33774 50.826 0.065
33775 50.871 0.072
33776 50.779 0.069
33777 50.786 0.072
33778 50.914 0.063
33779 50.762 0.065
33780 50.866 0.074
33781 50.958 0.059
33782 50.868 0.068
33783 50.904 0.067
33784 50.776 0.066
33785 50.812 0.064
33786 50.786 0.061
33787 50.887 0.063
33788 50.843 0.068
33789 60.578 1.878
33790 50.896 0.063
33791 74.278 0.195
33792 57.767 0.084
33793 50.877 0.068
33794 50.787 0.067
33795 51.083 0.065
33796 57.204 0.068
33797 50.824 0.071
33798 50.805 0.075
33799 50.911 0.059
33800 50.722 0.063
33801 50.778 0.063
33802 50.828 0.072
33803 50.789 0.065
33804 50.708 0.064
33805 50.85 0.062
33806 50.868 0.063
33807 50.819 0.062
33808 50.884 0.069
33809 50.829 0.065
33810 50.854 0.065
33811 50.796 0.063
33812 50.781 0.074
33813 50.84 0.072
33814 50.783 0.072
33815 50.896 0.073
33816 50.777 0.066
33817 50.959 0.063
33818 50.936 0.062
33819 50.871 0.063
33820 51.07 0.073
33821 68.196 0.066
33822 50.844 0.062
33823 50.727 0.066
33824 50.918 0.065
33825 50.869 0.07
33826 50.931 0.058
33827 50.874 0.065
33828 50.947 0.067
33829 50.849 0.067
33830 50.88 0.063
33831 50.874 0.069
33832 50.892 0.071
33833 50.91 0.064
33834 50.808 0.06
33835 50.822 0.063
33836 50.866 0.064
33837 50.889 0.07
33838 50.841 0.071
33839 50.891 0.064
33840 50.913 0.066
33841 51.04 0.062
33842 50.952 0.066
33843 50.899 0.06
33844 50.916 0.065
33845 50.865 0.066
33846 50.923 0.064
33847 50.978 0.063
33848 50.911 0.062
33849 51.063 0.065
33850 50.999 0.065
33851 50.895 0.068
33852 50.988 0.064
33853 50.906 0.066
33854 50.979 0.065
33855 50.952 0.073
33856 50.971 0.071
33857 50.986 0.06
33858 50.958 0.071
33859 50.951 0.064
33860 50.926 0.066
33861 50.906 0.065
33862 50.955 0.071
33863 50.977 0.065
33864 50.998 0.064
33865 51.031 0.064
33866 51.022 0.065
33867 50.895 0.061
33868 50.852 0.068
33869 86.147 0.21
33870 50.981 0.062
33871 52.218 0.309
33872 50.857 0.058
33873 50.875 0.071
33874 50.946 0.07
33875 51.082 0.064
33876 50.936 0.062
33877 50.921 0.07
33878 50.947 0.062
33879 50.93 0.058
33880 50.859 0.063
33881 50.896 0.057
33882 50.972 0.061
33883 50.875 0.07
33884 50.877 0.064
33885 51.036 0.058
33886 51.017 0.062
33887 51.029 0.062
33888 51.067 0.063
33889 51.049 0.062
33890 50.993 0.071
33891 50.919 0.06
33892 51.144 0.063
33893 50.977 0.074
33894 50.983 0.063
33895 50.957 0.062
33896 50.967 0.063
33897 50.957 0.074
33898 50.958 0.068
33899 50.883 0.064
33900 51.065 0.074
33901 50.921 0.064
33902 50.958 0.062
33903 51.031 0.061
33904 50.981 0.06
33905 50.984 0.062
33906 51.165 0.06
33907 50.941 0.064
33908 50.998 0.061
33909 57.409 0.062
33910 50.944 0.064
33911 50.988 0.073
33912 50.979 0.073
33913 50.998 0.064
33914 51.033 0.068
33915 50.961 0.064
33916 51.047 0.063
33917 51.816 0.184
33918 51.128 0.059
33919 51.075 0.066
33920 51.101 0.062
33921 50.938 0.068
33922 51.019 0.072
33923 51.113 0.064
33924 64.76 0.072
33925 51.191 0.068
33926 51.027 0.066
33927 51.027 0.073
33928 50.976 0.062
33929 58.578 0.06
33930 51.215 0.071
33931 51.043 0.068
33932 51.155 0.066
33933 51.143 0.063
33934 51.193 0.066
33935 51.226 0.067
33936 51.064 0.063
33937 51.2 0.064
33938 51.04 0.063
33939 51.187 0.066
33940 51.137 0.066
33941 51.101 0.066
33942 51.201 0.062
33943 51.136 0.064
33944 51.213 0.062
33945 51.185 0.063
33946 51.178 0.064
33947 51.231 0.062
33948 51.116 0.066
33949 51.278 0.063
33950 95.479 0.08
33951 51.216 0.061
33952 51.166 0.063
33953 51.978 0.194
33954 57.807 0.098
33955 51.049 0.072
33956 50.985 0.066
33957 51.159 0.072
33958 51.097 0.064
33959 51.003 0.062
33960 51.1 0.063
33961 50.963 0.065
33962 51.09 0.066
33963 50.971 0.074
33964 51.069 0.068
33965 50.996 0.064
33966 51.025 0.075
33967 50.989 0.069
33968 50.984 0.073
33969 51.016 0.063
33970 50.991 0.073
33971 50.943 0.065
33972 51.038 0.06
33973 51.117 0.064
33974 51.113 0.075
33975 50.989 0.066
33976 51.065 0.069
33977 51.051 0.075
33978 51.139 0.073
33979 51.058 0.075
33980 51.072 0.073
33981 51.044 0.065
33982 51.125 0.067
33983 51.224 0.067
33984 51.174 0.066
33985 57.494 0.064
33986 50.991 0.064
33987 51.02 0.068
33988 51.151 0.065
33989 51.032 0.075
33990 51.151 0.075
33991 51.08 0.064
33992 51.165 0.065
33993 51.13 0.061
33994 51.09 0.063
33995 51.01 0.067
33996 51.208 0.072
33997 51.091 0.064
33998 51.274 0.06
33999 51.184 0.066
34000 51.051 0.066
34001 51.178 0.061
34002 51 0.063
34003 51.003 0.063
34004 51.22 0.063
34005 51.128 0.073
34006 51.191 0.073
34007 51.144 0.075
34008 51.114 0.073
34009 50.995 0.065
34010 51.212 0.073
34011 51.139 0.059
34012 51.155 0.069
34013 51.192 0.062
34014 51.214 0.064
34015 51.261 0.062
34016 51.202 0.066
34017 51.173 0.064
34018 51.036 0.064
34019 51.191 0.065
34020 51.17 0.066
34021 51.118 0.07
34022 51.167 0.071
34023 51.146 0.064
34024 51.046 0.071
34025 51.075 0.075
34026 51.06 0.073
34027 51.103 0.072
34028 51.166 0.067
34029 51.082 0.065
34030 101.876 0.071
34031 54.603 0.181
34032 51.725 0.068
34033 51.155 0.061
34034 51.181 0.068
34035 51.132 0.063
34036 51.186 0.064
34037 51.175 0.073
34038 51.205 0.073
34039 51.165 0.063
34040 51.193 0.075
34041 51.164 0.064
34042 51.219 0.064
34043 51.134 0.064
34044 51.105 0.073
34045 51.123 0.06
34046 51.262 0.073
34047 51.179 0.066
34048 51.135 0.066
34049 51.155 0.073
34050 51.164 0.066
34051 51.282 0.066
34052 51.21 0.073
34053 51.194 0.062
34054 51.196 0.068
34055 51.149 0.064
34056 51.13 0.063
34057 51.205 0.062
34058 51.197 0.06
34059 51.255 0.065
34060 51.132 0.064
34061 51.204 0.063
