Function_Index Worst_Case_Time(us) Best_Case_Time(us)
7481 151339 53.471
7482 131567 68.896
7483 99068.3 72.933
7484 107297 106.614
7485 97534.1 53.235
7486 113875 53.324
7487 123586 52.74
7488 93290.4 53.021
7489 99775.3 46.917
7490 100008 47.312
7491 111012 52.949
7492 100379 52.968
7493 98911.2 99.822
7494 101699 53.72
7495 120556 99.369
7496 103381 53.175
7497 101478 54.062
7498 94184.8 53.201
7499 95080.9 52.989
7500 100139 47.376
7501 94430.4 53.331
7502 98678.2 72.84
7503 125706 49.334
7504 100238 53.774
7505 113395 54.093
7506 99133.1 74.17
7507 112856 53.866
7508 94297.9 52.779
7509 95201.5 54.181
7510 99090.8 52.517
7511 95659.4 53.407
7512 94308.8 52.656
7513 98755.7 53.134
7514 95632.9 48.44
7515 95353.3 57.043
7516 133408 140.425
7517 133070 54.984
7518 95123.7 55.083
7519 99783.9 52.435
7520 99647.5 53.421
7521 106714 53.786
7522 116505 80.09
7523 130117 52.753
7524 120104 48.911
7525 121863 57.853
7526 124871 92.691
7527 104781 47.2
7528 94963.1 53.145
7529 100301 53.322
7530 121583 54.917
7531 97482 53.942
7532 100358 52.964
7533 121420 61.079
7534 108746 62.098
7535 105056 54.835
7536 95403.7 52.62
7537 95913.6 56.793
7538 102017 53.685
7539 95239.6 46.593
7540 125841 55.206
7541 150185 54.121
7542 95991.1 54.439
7543 95420.8 54.003
7544 143951 47.499
7545 128446 47.968
7546 113834 53.791
7547 119308 121.559
7548 96715.1 57.483
7549 97982.4 54.553
7550 111101 98.82
7551 140909 54.25
7552 95649.2 53.086
7553 113068 53.08
7554 102807 54.321
7555 95725.9 55.209
7556 95698 52.86
7557 95566.6 55.255
7558 96723.3 66.784
7559 128749 54.322
7560 95978.4 53.906
7561 110130 78.802
7562 107257 53.456
7563 100844 53.417
7564 130974 54.783
7565 106745 92.401
7566 125628 54.127
7567 121962 72.462
7568 101972 54.327
7569 144362 78.88
7570 154160 76.283
7571 123689 48.24
7572 144530 55.276
7573 100027 56.663
7574 115455 48.14
7575 137243 54.729
7576 146240 97.187
7577 127704 54.266
7578 95509.4 52.933
7579 95704.5 53.501
7580 101532 53.992
7581 101450 55.196
7582 127044 66.834
7583 108974 55.075
7584 116288 161.259
7585 101902 54.201
7586 110109 48.41
7587 103936 53.406
7588 95971.2 53.516
7589 97218.3 53.112
7590 102396 89.58
7591 109980 102.849
7592 129592 52.829
7593 133142 54.36
7594 97890.7 54.994
7595 102619 98.825
7596 103501 55.07
7597 96647.3 53.751
7598 117940 73.015
7599 124111 58.097
7600 105229 66.943
7601 102034 53.972
7602 136862 93.255
7603 114743 59.385
7604 120478 54.355
7605 98754.5 54.35
7606 97287.4 54.628
7607 122936 75.55
7608 139507 55.519
7609 97854 54.395
7610 131620 100.191
7611 120336 94.004
7612 102182 54.817
7613 97130.9 53.793
7614 97707.8 54.685
7615 105200 54.797
7616 97852.2 54.053
7617 99904.8 53.757
7618 159096 77.632
7619 117842 68.296
7620 174243 54.114
7621 138184 54.6
7622 107003 57.485
7623 115422 54.622
7624 134441 54.106
7625 102641 54.166
7626 98956.1 54.039
7627 103346 50.294
7628 102718 54.557
7629 122965 59.11
7630 97336.4 53.554
7631 104562 74.533
7632 98153.1 54.639
7633 99222.5 55.465
7634 100725 73.799
7635 118782 48.592
7636 147578 47.972
7637 162946 82.902
7638 149895 57.31
7639 102328 53.774
7640 137905 54.36
7641 132249 55.894
7642 101214 54.304
7643 105008 54.923
7644 98627.1 54.69
7645 150473 55.045
7646 106939 100.838
7647 148159 121.638
7648 143309 143.949
7649 148194 97.93
7650 162490 92.532
7651 120319 84.428
7652 162844 94.166
7653 188381 50.733
7654 102208 55.069
7655 103898 70.233
7656 107627 470.81
7657 125320 55.045
7658 117427 77.31
7659 118677 54.698
7660 110098 58.697
7661 138842 52.698
7662 159758 103.071
7663 126024 50.313
7664 116176 54.903
7665 98631 54.853
7666 104498 55.19
7667 106591 54.355
7668 112057 60.473
7669 103729 76.94
7670 100176 54.836
7671 142542 54.421
7672 106185 67.782
7673 119893 125.807
7674 118420 83.364
7675 164564 55.134
7676 112174 55.71
7677 98758.4 54.519
7678 98627.5 55.236
7679 124510 53.022
7680 99405.8 98.979
7681 137252 67.6
7682 115805 108.15
7683 100656 53.858
7684 111424 49.797
7685 105336 54.951
7686 128790 76.384
7687 104881 48.447
7688 98575.1 55.102
7689 118011 54.069
7690 129010 101.596
7691 113654 54.28
7692 103958 60.976
7693 105349 55.731
7694 133076 120.277
7695 101246 54.263
7696 119119 53.521
7697 168086 60.507
7698 134281 52.945
7699 120617 58.138
7700 100498 55.229
7701 104174 54.344
7702 112583 75.93
7703 105802 54.585
7704 98651.9 53.794
7705 99577.3 58.108
7706 99432.7 54.328
7707 123857 64.747
7708 108558 61.425
7709 137791 57.07
7710 128539 74.135
7711 134027 102.838
7712 110916 50.617
7713 140541 55.373
7714 116108 55.499
7715 117401 55.556
7716 110510 54.636
7717 99366.6 55.336
7718 119878 56.342
7719 104574 76.602
7720 157161 81.294
7721 121497 115.926
7722 105870 55.577
7723 118464 76.715
7724 118260 62.766
7725 101172 55.135
7726 104351 55.95
7727 100674 55.764
7728 120475 76.038
7729 119743 57.001
7730 103822 53.708
7731 102274 75.243
7732 138939 59.021
7733 111528 82.159
7734 109739 58.82
7735 127346 75.514
7736 107918 89.854
7737 129212 96.215
7738 107596 68.933
7739 99705.6 55.761
7740 106337 55.006
7741 100746 56.03
7742 124012 54.563
7743 105045 71.742
7744 148505 55.157
7745 114222 55.163
7746 100094 54.959
7747 100739 54.663
7748 173933 56.85
7749 155028 94.246
7750 173535 48.784
7751 122669 55.434
7752 122443 96.483
7753 122137 49.214
7754 101231 55.3
7755 100567 54.893
7756 135230 95.483
7757 116739 54.21
7758 100697 55.464
7759 105861 54.708
7760 111924 49.748
7761 113993 106.397
7762 111111 54.511
7763 101055 54.12
7764 141123 70.158
7765 102076 59.114
7766 105964 55.12
7767 100641 54.741
7768 112986 82.063
7769 147137 55.947
7770 128220 121.508
7771 122297 70.804
7772 101673 59.96
7773 137307 90.161
7774 123997 56.014
7775 118585 77.732
7776 119900 54.789
7777 107407 67.938
7778 166935 87.005
7779 104504 59.389
7780 104226 54.911
7781 106124 53.926
7782 101382 55.469
7783 124009 57.193
7784 122252 55.605
7785 132789 55.355
7786 106712 54.427
7787 152004 109.438
7788 126631 56.583
7789 121870 56.078
7790 101302 54.924
7791 102170 56.487
7792 113379 69.45
7793 120370 67.178
7794 127163 56.001
7795 124977 70.301
7796 167218 55.445
7797 101366 55.019
7798 106587 66.02
7799 119977 55.038
7800 107170 73.826
7801 111216 95.566
7802 112804 58.4
7803 107549 56.037
7804 102489 54.877
7805 132889 55.806
7806 148173 56.658
7807 121162 55.863
7808 170267 104.267
7809 155000 155.524
7810 127517 82.526
7811 148383 85.391
7812 107413 55.279
7813 103961 49.277
7814 102234 55.75
7815 160051 55.856
7816 103654 56.516
7817 109472 56.355
7818 142566 54.692
7819 110880 55.69
7820 111291 60.03
7821 103036 56.608
7822 103617 55.822
7823 110105 79.748
7824 147903 84.573
7825 113442 55.678
7826 130991 56.092
7827 102141 56.015
7828 139408 54.999
7829 136490 59.117
7830 122455 56.145
7831 102206 55.726
7832 105127 72.299
7833 105890 82.161
7834 103243 55.37
7835 110641 55.875
7836 111838 56.271
7837 103541 57.411
7838 127504 57.969
7839 112835 57.101
7840 120807 56.511
7841 109427 55.465
7842 133629 96.418
7843 119393 82.733
7844 121872 56.447
7845 108728 68.525
7846 107862 55.018
7847 102921 56.785
7848 123384 56.038
7849 144002 55.728
7850 113447 56.275
7851 103367 55.714
7852 108413 55.414
7853 114480 56.23
7854 107777 56.026
7855 110558 55.239
7856 122778 55.634
7857 103779 55.901
7858 104600 55.979
7859 130421 56.966
7860 109351 49.349
7861 146352 139.721
7862 126388 77.931
7863 124419 70.671
7864 112254 55.429
7865 109352 55.793
7866 108142 77.722
7867 135496 56.516
7868 125407 55.471
7869 104745 55.041
7870 106307 69.769
7871 112117 65.466
7872 119105 55.402
7873 128706 56.313
7874 162220 71.334
7875 106170 56.807
7876 170627 104.115
7877 108011 55.033
7878 112101 56.947
7879 124410 96.234
7880 142890 76.684
7881 124859 56.716
7882 182426 50.122
7883 149671 56.399
7884 153946 142.131
7885 184021 87.375
7886 120320 57.67
7887 121038 92.617
7888 151682 104.268
7889 119836 56.561
7890 105102 57.135
7891 111838 58.823
7892 104816 63.633
7893 114732 55.874
7894 110158 55.204
7895 142144 103.537
7896 156303 82.326
7897 144448 59.487
7898 138641 56.44
7899 115008 57.046
7900 104702 55.202
7901 136720 50.171
7902 128640 99.455
7903 130062 68.563
7904 122498 55.981
7905 119908 84.096
7906 155024 56.605
7907 115439 56.662
7908 129374 119.803
7909 163810 57.014
7910 109726 56.192
7911 131649 83.233
7912 130793 129.499
7913 157510 60.14
7914 143736 80.089
7915 135854 56.574
7916 106265 70.556
7917 105551 62.109
7918 105405 55.086
7919 104224 54.532
7920 106011 57.01
7921 105228 56.527
7922 107688 56.407
7923 105321 56.033
7924 165814 56.354
7925 109074 56.397
7926 112731 84.231
7927 141441 60.935
7928 117283 78.909
7929 112258 68.218
7930 106733 121.168
7931 145583 56.659
7932 109898 56.279
7933 147366 89.121
7934 137693 57.061
7935 169174 130.794
7936 342637 62.201
7937 396468 96.814
7938 277253 102.041
7939 143798 49.779
7940 123386 50.598
7941 431862 100.284
7942 218258 96.413
7943 151607 69.88
7944 143179 56.007
7945 165803 79.104
7946 174773 73.571
7947 208922 56.668
7948 162942 104.035
7949 334345 98.106
7950 321829 102.908
7951 200880 98.751
7952 172024 50.407
7953 149902 50.674
7954 119224 56.768
7955 135392 70.28
7956 159255 96.366
7957 123237 264.034
7958 126646 57.051
7959 116224 50.457
7960 113482 56.825
7961 116639 62.706
7962 133584 61.648
7963 131764 57.061
7964 155938 51.238
7965 114458 57.796
7966 118743 50.938
7967 114580 51.443
7968 113031 58.106
7969 145700 60.566
7970 117248 50.954
7971 112679 57.335
7972 115151 52.577
7973 114137 50.563
7974 115458 50.181
7975 133824 280.272
7976 131397 57.385
7977 116214 57.002
7978 113118 70.049
7979 114996 50.684
7980 112494 58.039
7981 112696 57.433
7982 108820 56.007
7983 106608 56.79
7984 108168 55.671
7985 134319 74.439
7986 119072 57.509
7987 147645 50.138
7988 131416 50.402
7989 121891 49.904
7990 114342 57.103
7991 128827 803.811
7992 238171 104.361
7993 270353 102.595
7994 215423 97.544
7995 242270 116.169
7996 294511 96.09
7997 221399 50.882
7998 116995 49.939
7999 133678 60.554
8000 115424 57.528
8001 113803 123.879
8002 127932 51.869
8003 128791 49.677
8004 121640 50.2
8005 112078 58.826
8006 110573 59.986
8007 118390 106.535
8008 119739 53.655
8009 112534 51.981
8010 126436 94.632
8011 114542 57.284
8012 119284 94.862
8013 210801 50.652
8014 149114 50.44
8015 140832 123.944
8016 211586 58.476
8017 184666 298.187
8018 171130 71.085
8019 158239 60.563
8020 149341 52.787
8021 177724 130.331
8022 175601 101.309
8023 197712 52.597
8024 156775 130.672
8025 166914 161.563
8026 280663 101.601
8027 202938 93.564
8028 236024 50.098
8029 178827 51.81
8030 168862 58.193
8031 135083 168.413
8032 143168 56.242
8033 133059 50.801
8034 133435 50.547
8035 132252 52.409
8036 134219 319.888
8037 158299 56.935
8038 141136 55.887
8039 134182 56.886
8040 139952 105.174
8041 134576 104.755
8042 154418 117.496
8043 164762 80.709
8044 140587 50.069
8045 136448 51.196
8046 138733 56.789
8047 138049 126.821
8048 119716 56.495
8049 111777 99.534
8050 110560 50.591
8051 125977 63.435
8052 115855 50.627
8053 126347 98.965
8054 134187 51.926
8055 123385 67.463
8056 114659 58.09
8057 115895 90.065
8058 113537 50.337
8059 122414 51.345
8060 143173 50.891
8061 115956 56.563
8062 108847 57.237
8063 111494 60.633
8064 110131 51.48
8065 111144 58.735
8066 123950 64.561
8067 128458 94.518
8068 139873 57.528
8069 131668 58.497
8070 129487 77.304
8071 120515 52.339
8072 125878 51.655
8073 112864 57.685
8074 111409 51.154
8075 110763 58.788
8076 150710 116.197
8077 391251 96.798
8078 256577 98.344
8079 144868 75.616
8080 133070 56.602
8081 126820 50.736
8082 120197 60.528
8083 137311 58.143
8084 118646 57.977
8085 147397 53.772
8086 222614 56.526
8087 119135 59.974
8088 118752 57.906
8089 134737 51.241
8090 136526 76.846
8091 145748 51.074
8092 147467 111.183
8093 175705 103.539
8094 255572 55.188
8095 121855 57.522
8096 116737 52.509
8097 119467 50.81
8098 120647 58.08
8099 120621 53.797
8100 116949 51.169
8101 148426 60.991
8102 122071 69.772
8103 119374 57.321
8104 132474 60.844
8105 129885 53.213
8106 121141 51.337
8107 116877 51.668
8108 119628 61.005
8109 170288 56.778
8110 123181 57.748
8111 125313 52.96
8112 117661 51.535
8113 117628 51.109
8114 121646 58.46
8115 111204 51.13
8116 125992 57.805
8117 120038 62.589
8118 124752 57.278
8119 131237 52.22
8120 134080 58.144
8121 139586 60.749
8122 119859 57.438
8123 121984 51.156
8124 111706 57.3
8125 121914 54.499
8126 152643 52.815
8127 128184 52.02
8128 121330 65.462
8129 131836 50.768
8130 128606 59.092
8131 122606 56.733
8132 126614 50.809
8133 124919 52.632
8134 130699 50.404
8135 125337 53.31
8136 118789 51.104
8137 121834 109.512
8138 111842 57.03
8139 269364 101.143
8140 320597 52.076
8141 161833 51.938
8142 270868 95.835
8143 256531 516.091
8144 218248 57.842
8145 119902 64.155
8146 124371 55.667
8147 126520 57.314
8148 122745 56.234
8149 123682 60.737
8150 138038 61.154
8151 228380 72.746
8152 233597 119.721
8153 158523 56.676
8154 145120 53.789
8155 178346 57.238
8156 124981 58.811
8157 127621 57.916
8158 115320 59.403
8159 147613 56.075
8160 227900 52.014
8161 124514 51.792
8162 117020 51.297
8163 143941 57.496
8164 137568 58.211
8165 142915 60.031
8166 153744 104.43
8167 126890 127.729
8168 268775 60.62
8169 144559 54.42
8170 125171 58.109
8171 149333 125.684
8172 124610 59.693
8173 124474 59.548
8174 126118 81.998
8175 122634 51.49
8176 125063 50.831
8177 122169 51.215
8178 118435 241.096
8179 118528 52.403
8180 118562 57.734
8181 120807 58.031
8182 117430 57.663
8183 123029 51.668
8184 119593 51.826
8185 124743 54.821
8186 116607 52.193
8187 154109 55.013
8188 133450 57.129
8189 140009 59.275
8190 137523 110.362
8191 147001 107.705
8192 131005 51.564
8193 120490 58.149
8194 148539 120.785
8195 138140 58.137
8196 125693 57.938
8197 117883 61.509
8198 120101 57.505
8199 117030 51.255
8200 119747 60.773
8201 122795 61.504
8202 120839 58.252
8203 135103 58.505
8204 169667 67.792
8205 157041 87.858
8206 140456 52.607
8207 143398 55.022
8208 141168 59.763
8209 132096 65.745
8210 142945 57.987
8211 147366 57.804
8212 142563 51.692
8213 130840 51.581
8214 156296 53.39
8215 133367 51.767
8216 132578 61.971
8217 124928 53.587
8218 293541 108.775
8219 297609 99.852
8220 153810 52.093
8221 127903 56.274
8222 126961 62.203
8223 131660 61.246
8224 134030 55.924
8225 122329 106.161
8226 123762 63.49
8227 117477 57.798
8228 113734 58.193
8229 113850 59.482
8230 127122 53.448
8231 127566 56.303
8232 117924 57.83
8233 118045 57.581
8234 121037 56.816
8235 118409 98.784
8236 139614 56.354
8237 120672 57.278
8238 114184 59.148
8239 127398 57.274
8240 117779 57.568
8241 116875 57.946
8242 117846 51.325
8243 112909 58.091
8244 121415 51.521
8245 116166 56.623
8246 123809 62.954
8247 115005 53.601
8248 116960 58.184
8249 115336 57.948
8250 120209 56.488
8251 114140 52.105
8252 119163 52.226
8253 115930 58.635
8254 146704 58.884
8255 122472 60.662
8256 116660 52.573
8257 115068 57.783
8258 118041 58.433
8259 117479 58.613
8260 115563 55.337
8261 118582 51.351
8262 121036 78.877
8263 114341 59.907
8264 113860 58.055
8265 118585 63.206
8266 116416 67.281
8267 113802 57.963
8268 116550 53.113
8269 121205 58.599
8270 113385 57.151
8271 119239 58.424
8272 139261 58.507
8273 118802 58.48
8274 114367 57.588
8275 115941 61.817
8276 115187 89.956
8277 120774 60.991
8278 122669 55.492
8279 120163 63.04
8280 118031 58.7
8281 121112 52.385
8282 113707 58.176
8283 119031 56.403
8284 116901 58.571
8285 114066 53.778
8286 120481 61.445
8287 114631 58.636
8288 114604 64.665
8289 120044 58.053
8290 132571 53.171
8291 126240 54.083
8292 120745 60.453
8293 121361 55.433
8294 122171 58.463
8295 119627 58.53
8296 115459 52.659
8297 115187 53.982
8298 120253 61.524
8299 116117 58.681
8300 121618 58.979
8301 120561 58.989
8302 119198 52.147
8303 121027 67.63
8304 118384 57.754
8305 129869 62.191
8306 116441 58.179
8307 115185 58.861
8308 127862 167.826
8309 129186 72.101
8310 119300 52.285
8311 116793 61.583
8312 121392 102.928
8313 117376 63.446
8314 114756 59.735
8315 119938 56.226
8316 118313 58.177
8317 118737 59.427
8318 118985 62.692
8319 123395 52.145
8320 151443 58.838
8321 119473 57.913
8322 117641 58.438
8323 119389 58.273
8324 116156 52.227
8325 118247 53.281
8326 132110 52.381
8327 128503 60.491
8328 121249 59.482
8329 116090 52.399
8330 115681 58.28
8331 118142 52.657
8332 119453 65.222
8333 132452 54.221
8334 115962 59.831
8335 118780 59.914
8336 115393 53.865
8337 115465 70.297
8338 116276 59.778
8339 121282 61.898
8340 120224 64.26
8341 119421 58.902
8342 117408 53.215
8343 118893 59.011
8344 116806 53.989
8345 141571 59.664
8346 118982 53.089
8347 119823 59.176
8348 116860 62.205
8349 118375 52.243
8350 125209 141.399
8351 121118 52.68
8352 117686 59.484
8353 123567 60.604
8354 123332 61.506
8355 120934 59.479
8356 119091 52.714
8357 117253 61.234
8358 115948 58.836
8359 117255 53.205
8360 121937 61.787
8361 118489 58.851
8362 117910 61.003
8363 142246 63.029
8364 123952 58.911
8365 118377 63.186
8366 123495 54.994
8367 119162 58.617
8368 127567 52.28
8369 129167 58.998
8370 116185 63.832
8371 117755 59.252
8372 121092 56.39
8373 116886 58.948
8374 129989 60.434
8375 162002 54.574
8376 119076 52.613
8377 116515 58.609
8378 119108 59.203
8379 116850 61.077
8380 135580 64.88
8381 131788 59.489
8382 120007 54.442
8383 121867 57.946
8384 126738 60.01
8385 121375 59.665
8386 120181 59.513
8387 119226 59.365
8388 119237 66.287
8389 123395 70.562
8390 120576 60.371
8391 118737 59.762
8392 122086 61.533
8393 125076 62.535
8394 123761 60.97
8395 118952 62.674
8396 123297 59.302
8397 117261 52.989
8398 148236 60.55
8399 122498 61.157
8400 122893 59.811
8401 116771 58.351
8402 119078 60.524
8403 136614 59.667
8404 126244 59.619
8405 117421 59.34
8406 132177 70.295
8407 117778 54.267
8408 121460 53.245
8409 122306 61.336
8410 117321 61.385
8411 118773 53.059
8412 121762 60.286
8413 119979 58.76
8414 122815 106.279
8415 121830 54.379
8416 152989 59.097
8417 121732 53.616
8418 120107 62.366
8419 125519 60.788
8420 125697 60.902
8421 120816 53.07
8422 122442 62.858
8423 126682 59.252
8424 125920 60.221
8425 119147 58.184
8426 120233 54.413
8427 131869 59.273
8428 132143 59.094
8429 129320 59.363
8430 129043 112.14
8431 211206 122.919
8432 202342 127.082
8433 196351 59.346
8434 122744 66.929
8435 122505 53.661
8436 121271 59.741
8437 122180 61.76
8438 127853 62.487
8439 122075 58.828
8440 121201 59.515
8441 122042 56.396
8442 124311 59.145
8443 121219 62.461
8444 118651 53.503
8445 118440 58.869
8446 122610 60.759
8447 123452 64.288
8448 123213 53.223
8449 132361 59.642
8450 139499 57.071
8451 124442 59.792
8452 121269 59.131
8453 120700 59.445
8454 125142 60.113
8455 120873 52.975
8456 120634 59.613
8457 119710 59.683
8458 121961 59.56
8459 121906 63.69
8460 123351 59.563
8461 125035 57.577
8462 125686 60.039
8463 124899 60.327
8464 119500 58.628
8465 118903 59.329
8466 124637 63.709
8467 145647 73.308
8468 121422 59.575
8469 119549 59.824
8470 121529 58.715
8471 120149 59.487
8472 120432 184.851
8473 123111 62.475
8474 122903 61.308
8475 125285 59.317
8476 119235 60.292
8477 120434 60.026
8478 121209 66.242
8479 119377 59.643
8480 120190 61.895
8481 128815 60.371
8482 130034 59.644
8483 148366 59.489
8484 149960 60.856
8485 128228 59.868
8486 126253 72.391
8487 120905 63.182
8488 123734 59.463
8489 123987 62.221
8490 129816 64.058
8491 122056 59.569
8492 121582 53.055
8493 120622 53.469
8494 122497 60.265
8495 119462 59.012
8496 122720 62.481
8497 133510 60.334
8498 124958 60.152
8499 122930 68.511
8500 124887 59.976
8501 120359 59.49
8502 147516 60.809
8503 124573 64.899
8504 126754 59.58
8505 127216 54.849
8506 292712 105.724
8507 190148 56.045
8508 148535 61.542
8509 129438 63.268
8510 124316 55.33
8511 139616 53.539
8512 171025 59.743
8513 151630 58.285
8514 174581 55.57
8515 147377 60.316
8516 185494 53.957
8517 146446 154.167
8518 146966 59.704
8519 140675 114.243
8520 147117 61.665
8521 130300 60.564
8522 126566 54.15
8523 121188 60.055
8524 127597 63.357
8525 129743 59.687
8526 129132 63.105
8527 129677 61.748
8528 124087 63.738
8529 123381 60.452
8530 121799 53.943
8531 128355 54.132
8532 178009 142.407
8533 137202 64.272
8534 135080 62.121
8535 127346 54.388
8536 125156 64.264
8537 123795 60.73
8538 123534 60.346
8539 123039 60.848
8540 177819 61.78
8541 126074 59.992
8542 135445 60.012
8543 125809 54.831
8544 143111 61.993
8545 128395 61.795
8546 127010 63.356
8547 121839 60.712
8548 140945 65.31
8549 140473 57.753
8550 135633 63.4
8551 131758 54.823
8552 132094 59.738
8553 126851 61.618
8554 124083 62.863
8555 126563 65.596
8556 122842 60.117
8557 134593 59.952
8558 147097 57.669
8559 133921 60.208
8560 140990 60.119
8561 196647 60.339
8562 137636 68.531
8563 121810 60.292
8564 165787 115.451
8565 184978 61.317
8566 281188 60.377
8567 162082 101.256
8568 210650 65.512
8569 193838 154.445
8570 455501 75.101
8571 245677 55.002
8572 160591 118.6
8573 198672 120.713
8574 198969 63.43
8575 143131 60.922
8576 124484 60.251
8577 141974 53.283
8578 177065 159.526
8579 159750 58.769
8580 146142 52.947
8581 147825 53.762
8582 137880 60.914
8583 140842 109.769
8584 139222 56.9
8585 136235 60.538
8586 130549 54.559
8587 129895 56.02
8588 132828 53.798
8589 156758 60.388
8590 130904 57.882
8591 132427 60.912
8592 139937 103.194
8593 281267 53.801
8594 136340 61.496
8595 124501 61.332
8596 126089 60.993
8597 125990 60.468
8598 131409 59.154
8599 132116 58.912
8600 133581 60.775
8601 125235 55.134
8602 124817 53.986
8603 133498 61.764
8604 136755 69.406
8605 158219 53.779
8606 214061 63.457
8607 132128 59.691
8608 134031 60.434
8609 123780 53.813
8610 127948 54.76
8611 124809 54.939
8612 129951 63.45
8613 126643 54.933
8614 141913 59.691
8615 136156 59.524
8616 127758 54.006
8617 123206 60.583
8618 128698 58.957
8619 127885 61.434
8620 124402 60.15
8621 161298 60.335
8622 131034 61.166
8623 131202 60.39
8624 169774 65.504
8625 135341 60.304
8626 127382 60.871
8627 124207 55.974
8628 199712 68.371
8629 141963 64.033
8630 125481 59.984
8631 126024 61.666
8632 126381 63.828
8633 130615 64.672
8634 125321 66.091
8635 143402 118.07
8636 179915 58.348
8637 132548 68.185
8638 129651 60.666
8639 127537 53.792
8640 128180 60.519
8641 134433 61.006
8642 125527 80.991
8643 136798 60.278
8644 127864 54.027
8645 130621 82.205
8646 127609 54.568
8647 133041 60.873
8648 128084 60.722
8649 127036 54.43
8650 152054 55.733
8651 127379 64.814
8652 133889 60.63
8653 148551 65.496
8654 136277 61.251
8655 128286 61.762
8656 129565 60.493
8657 131661 61.44
8658 128559 62.768
8659 131174 64.375
8660 126129 60.986
8661 130090 59.632
8662 132538 61.112
8663 126987 61.175
8664 126626 61.257
8665 129964 64.611
8666 127773 54.198
8667 128005 63.115
8668 133411 61.153
8669 158564 110.775
8670 134601 60.407
8671 130405 57.876
8672 125631 55.797
8673 133822 54.78
8674 125900 60.852
8675 127483 55.873
8676 134198 59.092
8677 135887 64.394
8678 134992 60.083
8679 128938 61.077
8680 131356 60.812
8681 128310 60.315
8682 129649 64.625
8683 134556 63.981
8684 139014 60.497
8685 130820 75.377
8686 152891 74.122
8687 132245 64.722
8688 135347 68.48
8689 126690 61.521
8690 128192 55.496
8691 131603 64.647
8692 131390 62.187
8693 127832 55.247
8694 127599 64.831
8695 133290 93.811
8696 128040 64.884
8697 130930 75.989
8698 131657 61.787
8699 141676 61.377
8700 148809 60.6
8701 130283 60.862
8702 159094 80.056
8703 141251 56.701
8704 125937 61.29
8705 131705 54.9
8706 132711 59.663
8707 130062 60.418
8708 133261 79.781
8709 130980 59.436
8710 129526 66.393
8711 126630 61.221
8712 132866 65.283
8713 137375 58.131
8714 133080 54.295
8715 126045 54.863
8716 134524 60.435
8717 130972 60.641
8718 151622 108.441
8719 134883 73.203
8720 128284 57.782
8721 133887 62.717
8722 131413 60.612
8723 128610 56.576
8724 132849 61.144
8725 133208 62.256
8726 127644 63.014
8727 135339 64.601
8728 128282 61.036
8729 130614 55.436
8730 131520 60.951
8731 128281 61.058
8732 133694 60.169
8733 136443 57.072
8734 128513 61.894
8735 153009 55.38
8736 131134 55.248
8737 128976 61.756
8738 130906 65.389
8739 129808 55.163
8740 128756 56.969
8741 135033 64.758
8742 133345 93.402
8743 131005 64.764
8744 131750 61.213
8745 127727 55.398
8746 131784 61.326
8747 131233 61.229
8748 135299 111.486
8749 131779 55.445
8750 129679 60.713
8751 165895 61.549
8752 136493 110.849
8753 132064 61.095
8754 129079 61.496
8755 135988 60.712
8756 134179 64.486
8757 133763 61.637
8758 128010 62.209
8759 132401 115.784
8760 130602 61.07
8761 129226 61.854
8762 131083 103.032
8763 130275 61.1
8764 132204 64.853
8765 131814 61.182
8766 135071 65.36
8767 129900 61.255
8768 158087 56.447
8769 133400 57.201
8770 132339 65.577
8771 133212 73.8
8772 127363 61.475
8773 133300 63.127
8774 134090 64.836
8775 131771 61.441
8776 150995 59.908
8777 171222 119.237
8778 196350 100.472
8779 201320 64.963
8780 201817 61.531
8781 132471 64.816
8782 164069 65.464
8783 147829 60.706
8784 134802 62.675
8785 134276 66.987
8786 141953 55.187
8787 131091 67.085
8788 132998 54.471
8789 129600 55.478
8790 132041 62.289
8791 130051 68.509
8792 128369 61.461
8793 136929 61.653
8794 134372 61.656
8795 130860 61.937
8796 130024 55.734
8797 128973 61.482
8798 152170 63.367
8799 139269 61.042
8800 133092 61.191
8801 134283 79.478
8802 132907 66.254
8803 136040 79.168
8804 136297 62.296
8805 135204 78.05
8806 131815 61.825
8807 130632 70.783
8808 129327 66.308
8809 130211 61.803
8810 134118 61.802
8811 129566 61.691
8812 135851 66.272
8813 135648 80.766
8814 144198 54.772
8815 151156 80.51
8816 136967 59.827
8817 130249 55.961
8818 131489 56.679
8819 135315 68.409
8820 129427 61.537
8821 132906 61.988
8822 133163 65.675
8823 136652 56.436
8824 136584 66.316
8825 141122 66.881
8826 136477 61.549
8827 133211 55.645
8828 132460 65.704
8829 132701 64.021
8830 134463 55.836
8831 165078 79.07
8832 132593 62.101
8833 130633 61.967
8834 136164 62.021
8835 133893 58.46
8836 136404 65.168
8837 133406 57.461
8838 134339 59.045
8839 134391 74.324
8840 130067 63.933
8841 138769 58.491
8842 132907 61.415
8843 129996 63.089
8844 130079 66.63
8845 135599 55.805
8846 130210 65.881
8847 156588 56.802
8848 136261 65.424
8849 172733 56.134
8850 132956 63.755
8851 136230 59.304
8852 137356 62.055
8853 134875 71.481
8854 130834 66.152
8855 131666 62.382
8856 134887 62.358
8857 129876 62.068
8858 131721 62.409
8859 130907 55.935
8860 135494 66.783
8861 136169 59.221
8862 130638 67.026
8863 164710 62.42
8864 139548 55.341
8865 130505 63.016
