Erase_Index Worst_Case_Time(us) Best_Case_Time(us)
98736 247.604 0.097
98735 276.966 0.216
98734 248.478 0.084
98733 246.899 0.095
98732 179.262 0.078
98731 177.875 0.073
98730 178.672 0.086
98729 211.805 0.068
98728 253.477 0.092
98727 270.433 0.218
98726 246.547 0.086
98725 305.629 0.134
98724 178.93 0.063
98723 178.507 0.071
98722 185.158 0.116
98721 228.043 0.096
98720 234.35 0.151
98719 210.586 0.069
98718 177.994 0.128
98717 247.832 0.075
98716 208.83 0.073
98715 223.167 0.075
98714 407.613 0.129
98713 245.961 0.065
98712 178.108 0.077
98711 177.994 0.069
98710 177.887 0.14
98709 177.642 0.07
98708 273.801 0.112
98707 316.913 0.093
98706 283.897 0.079
98705 316.848 0.169
98704 177.846 0.052
98703 179.322 0.072
98702 178.881 0.054
98701 270.398 0.282
98700 278.551 0.098
98699 196.308 0.081
98698 250.615 0.104
98697 268.57 0.12
98696 179.1 0.047
98695 207.887 0.065
98694 237.543 0.083
98693 226.074 0.083
98692 178.901 0.071
98691 199.739 0.078
98690 216.692 0.073
98689 179.656 0.071
98688 204.203 0.065
98687 177.697 0.069
98686 177.976 0.072
98685 177.132 0.072
98684 177.141 0.074
98683 177.043 0.071
98682 176.802 0.07
98681 176.88 0.071
98680 176.989 0.07
98679 177.182 0.07
98678 176.887 0.073
98677 176.826 0.067
98676 183.279 0.069
98675 215.537 0.065
98674 245.842 0.242
98673 228.845 0.068
98672 299.921 0.096
98671 205.91 0.215
98670 179.488 0.066
98669 177.922 0.069
98668 176.852 0.07
98667 176.785 0.071
98666 176.902 0.072
98665 176.707 0.072
98664 176.888 0.072
98663 176.686 0.069
98662 176.72 0.072
98661 176.878 0.07
98660 176.827 0.071
98659 176.98 0.071
98658 176.758 0.072
98657 177.052 0.073
98656 176.751 0.073
98655 176.751 0.072
98654 183.183 0.073
98653 176.797 0.071
98652 176.795 0.072
98651 176.867 0.071
98650 176.938 0.072
98649 176.822 0.073
98648 185.818 0.075
98647 177.318 0.083
98646 177.182 0.07
98645 177.045 0.083
98644 188.102 0.073
98643 183.592 0.087
98642 177.266 0.071
98641 177.21 0.072
98640 236.671 0.251
98639 271.345 0.085
98638 254.794 0.064
98637 179.533 0.049
98636 292.393 0.087
98635 177.28 0.072
98634 177.548 0.07
98633 178.934 0.067
98632 179.592 0.079
98631 183.52 0.08
98630 177.8 0.049
98629 184.033 0.075
98628 176.945 0.072
98627 176.98 0.067
98626 177.114 0.084
98625 176.86 0.069
98624 176.909 0.071
98623 177.268 0.068
98622 177.063 0.083
98621 176.953 0.067
98620 177.107 0.069
98619 176.736 0.067
98618 176.752 0.067
98617 176.824 0.071
98616 177.352 0.08
98615 204.934 0.075
98614 176.901 0.072
98613 176.78 0.072
98612 177.363 0.071
98611 176.804 0.072
98610 176.958 0.068
98609 176.972 0.072
98608 177.016 0.073
98607 176.806 0.071
98606 264.328 0.055
98605 179.899 0.069
98604 266.076 0.059
98603 261.269 0.101
98602 216.546 0.068
98601 178.827 0.085
98600 177.1 0.07
98599 176.91 0.083
98598 176.694 0.068
98597 176.964 0.069
98596 183.105 0.068
98595 176.702 0.081
98594 176.665 0.084
98593 176.592 0.082
98592 176.671 0.07
98591 176.839 0.08
98590 176.988 0.073
98589 176.868 0.082
98588 176.962 0.071
98587 176.899 0.074
98586 188.133 0.071
98585 199.485 0.067
98584 183.37 0.07
98583 177.588 0.07
98582 177.076 0.07
98581 176.668 0.073
98580 176.706 0.072
98579 176.686 0.067
98578 176.781 0.07
98577 176.788 0.072
98576 176.713 0.071
98575 176.998 0.07
98574 176.794 0.072
98573 176.651 0.071
98572 176.845 0.072
98571 176.841 0.069
98570 206.46 0.067
98569 242.047 0.085
98568 328.972 0.089
98567 213.82 0.082
98566 272.34 0.113
98565 201.614 0.064
98564 183.932 0.069
98563 230.605 0.094
98562 191.724 0.083
98561 177.415 0.085
98560 220.757 0.122
98559 205.792 0.068
98558 177.111 0.079
98557 178.232 0.083
98556 184.121 0.068
98555 178.836 0.071
98554 180.959 0.059
98553 221.146 0.074
98552 183.821 0.073
98551 232.344 0.104
98550 208.367 0.076
98549 228.407 0.072
98548 216.426 0.076
98547 177.839 0.064
98546 182.081 0.083
98545 224.511 0.078
98544 229.134 0.084
98543 256.838 0.103
98542 185.002 0.077
98541 202.06 0.083
98540 201.186 0.102
98539 198.278 0.07
98538 202.707 0.074
98537 226.105 0.093
98536 185.197 0.074
98535 251.979 0.196
98534 246.883 0.106
98533 319.786 0.098
98532 249.516 0.07
98531 225.947 0.088
98530 191.297 0.101
98529 180.634 0.085
98528 238.809 0.095
98527 245.802 0.069
98526 196.797 0.092
98525 245.471 0.075
98524 213.347 0.072
98523 271.412 0.086
98522 178.883 0.073
98521 211.713 0.073
98520 181.195 0.071
98519 198.678 0.096
98518 201.814 0.083
98517 177.689 0.068
98516 203.943 0.077
98515 178.833 0.07
98514 211.412 0.086
98513 177.903 0.085
98512 234.705 0.044
98511 221.358 0.075
98510 182.6 0.044
98509 203.016 0.07
98508 267.037 0.082
98507 223.258 0.085
98506 177.39 0.072
98505 181.948 0.082
98504 219.402 0.092
98503 250.287 0.084
98502 904.596 0.228
98501 191.401 0.066
98500 212.442 0.087
98499 238.905 0.072
98498 275.525 0.07
98497 177.654 0.081
98496 177.592 0.064
98495 179.176 0.083
98494 216.084 0.069
98493 203.7 0.077
98492 207.867 0.064
98491 199.341 0.071
98490 221.336 0.101
98489 217.232 0.101
98488 213.569 0.073
98487 179.527 0.09
98486 217.642 0.071
98485 240.878 0.117
98484 192.966 0.086
98483 177.484 0.067
98482 221.971 0.084
98481 177.419 0.072
98480 177.182 0.072
98479 217.84 0.083
98478 225.362 0.082
98477 179.194 0.069
98476 182.251 0.082
98475 184.057 0.069
98474 177.899 0.078
98473 229.886 0.073
98472 224.592 0.071
98471 194.338 0.077
98470 236.486 0.082
98469 229.368 0.098
98468 329.734 0.106
98467 235.322 0.093
98466 264.302 0.094
98465 214.182 0.063
98464 184.607 0.078
98463 183.4 0.089
98462 176.854 0.08
98461 201.798 0.077
98460 238.113 0.06
98459 246.891 0.095
98458 216.375 0.07
98457 178.162 0.071
98456 210.85 0.092
98455 185.246 0.071
98454 219.368 0.072
98453 203.718 0.064
98452 212.835 0.08
98451 233.931 0.087
98450 177.773 0.082
98449 194.337 0.077
98448 177.297 0.07
98447 227.754 0.059
98446 215.593 0.072
98445 216.265 0.073
98444 182.299 0.087
98443 233.476 0.074
98442 202.923 0.075
98441 220.501 0.068
98440 238.829 0.092
98439 182.779 0.07
98438 205.386 0.074
98437 185.168 0.057
98436 177.558 0.072
98435 217.557 0.096
98434 274.772 0.089
98433 224.107 0.095
98432 269.784 0.128
98431 194.676 0.082
98430 237.936 0.068
98429 194.638 0.092
98428 212.703 0.068
98427 177.931 0.056
98426 182.451 0.077
98425 177.639 0.069
98424 214.737 0.089
98423 294.539 0.081
98422 232.438 0.075
98421 177.282 0.073
98420 242.366 0.071
98419 192.661 0.081
98418 200.692 0.065
98417 178.288 0.07
98416 228.117 0.071
98415 216.219 0.07
98414 192.098 0.073
98413 207.91 0.068
98412 180.984 0.106
98411 202.441 0.084
98410 177.767 0.07
98409 177.427 0.07
98408 204.953 0.089
98407 259.617 0.097
98406 177.558 0.068
98405 176.982 0.071
98404 181.47 0.078
98403 229.674 0.072
98402 182.065 0.07
98401 205.26 0.073
98400 332.386 0.101
98399 255.043 0.094
98398 255.257 0.075
98397 258.409 0.169
98396 209.053 0.06
98395 184.37 0.071
98394 263.362 0.072
98393 203.834 0.069
98392 250.837 0.076
98391 234.033 0.106
98390 213.177 0.07
98389 186.231 0.071
98388 222.027 0.074
98387 177.947 0.073
98386 192.491 0.074
98385 177.491 0.074
98384 181.069 0.075
98383 182.246 0.069
98382 208.789 0.213
98381 207.303 0.073
98380 220.555 0.099
98379 220.725 0.108
98378 240.508 0.104
98377 210.856 0.103
98376 178.262 0.075
98375 177.869 0.086
98374 177.383 0.074
98373 180.459 0.071
98372 175.451 0.078
98371 222.641 0.076
98370 246.275 0.057
98369 183.607 0.068
98368 176.638 0.073
98367 191.465 0.072
98366 1956.6 0.306
98365 327.055 0.099
98364 274.59 0.096
98363 329.468 0.087
98362 235.566 0.073
98361 202.185 0.086
98360 233.751 0.091
98359 253.968 0.121
98358 197.869 0.093
98357 254.472 0.111
98356 254.968 0.095
98355 239.49 0.07
98354 255.125 0.103
98353 204.981 0.103
98352 185.422 0.089
98351 198.225 0.066
98350 207.148 0.057
98349 215.538 0.085
98348 286.607 0.104
98347 190.102 0.068
98346 180.605 0.077
98345 177.495 0.074
98344 187.821 0.069
98343 184.676 0.083
98342 182.821 0.072
98341 177.719 0.072
98340 176.961 0.07
98339 176.455 0.071
98338 176.343 0.073
98337 183.454 0.078
98336 244.314 0.265
98335 279.744 0.068
98334 279.458 0.081
98333 201.508 0.068
98332 177.684 0.068
98331 183.226 0.068
98330 177.397 0.072
98329 176.469 0.072
98328 176.257 0.071
98327 176.659 0.073
98326 176.582 0.073
98325 176.833 0.072
98324 230.07 0.088
98323 190.74 0.057
98322 302.18 0.111
98321 177.84 0.065
98320 177.392 0.071
98319 176.979 0.075
98318 176.836 0.07
98317 177.473 0.073
98316 176.085 0.069
98315 176.236 0.071
98314 176.016 0.073
98313 176.351 0.071
98312 176.061 0.07
98311 176.227 0.071
98310 176.085 0.071
98309 176.052 0.073
98308 176.199 0.071
98307 176.059 0.075
98306 176.072 0.07
98305 176.101 0.072
98304 186.674 0.071
98303 176.146 0.072
98302 176.108 0.07
98301 176.107 0.07
98300 181.727 0.071
98299 176.092 0.071
98298 271.111 0.085
98297 238.165 0.08
98296 231.239 0.069
98295 178.804 0.086
98294 196.036 0.072
98293 179.837 0.082
98292 176.095 0.067
98291 176.11 0.071
98290 176.132 0.075
98289 176.154 0.072
98288 176.031 0.071
98287 176.038 0.07
98286 175.977 0.073
98285 176.09 0.075
98284 176.01 0.073
98283 176.09 0.07
98282 175.979 0.072
98281 176.106 0.072
98280 176.065 0.064
98279 187.82 0.074
98278 176.041 0.07
98277 176.109 0.07
98276 176.205 0.071
98275 176.036 0.07
98274 180.627 0.072
98273 176.074 0.069
98272 175.991 0.069
98271 180.97 0.068
98270 227.153 0.067
98269 176.809 0.071
98268 176.694 0.071
98267 176.179 0.069
98266 176.411 0.07
98265 198.362 0.066
98264 176.505 0.073
98263 176.875 0.072
98262 175.96 0.067
98261 176.06 0.068
98260 176.303 0.071
98259 176.284 0.069
98258 176.024 0.07
98257 175.963 0.073
98256 179.161 0.071
98255 176.008 0.07
98254 176.283 0.073
98253 231.923 0.065
98252 176.887 0.068
98251 176.142 0.073
98250 176.207 0.073
98249 258.005 0.073
98248 178.438 0.068
98247 177.163 0.069
98246 176.268 0.07
98245 176.082 0.07
98244 176.038 0.069
98243 175.999 0.07
98242 176.152 0.073
98241 239.028 0.068
98240 176.502 0.07
98239 176.196 0.072
98238 176.04 0.072
98237 175.989 0.071
98236 175.973 0.071
98235 176.088 0.071
98234 175.991 0.073
98233 176.1 0.071
98232 176.134 0.07
98231 176.103 0.071
98230 175.991 0.071
98229 176.231 0.07
98228 176.436 0.072
98227 175.961 0.071
98226 176.082 0.072
98225 176.581 0.069
98224 175.942 0.071
98223 176.037 0.07
98222 176.137 0.071
98221 175.906 0.071
98220 176.048 0.069
98219 176.17 0.072
98218 176.074 0.072
98217 176.251 0.07
98216 176.034 0.07
98215 176.076 0.072
98214 176.177 0.07
98213 175.949 0.072
98212 176.055 0.071
98211 176.335 0.07
98210 176.582 0.071
98209 176.107 0.071
98208 175.951 0.071
98207 187.197 0.067
98206 180.687 0.057
98205 239.274 0.063
98204 179.599 0.105
98203 177.652 0.075
98202 202.326 0.071
98201 196.514 0.072
98200 179.256 0.062
98199 186.982 0.072
98198 176.969 0.059
98197 181.302 0.047
98196 176.201 0.073
98195 183.33 0.085
98194 177.378 0.066
98193 206.515 0.199
98192 176.628 0.07
98191 176.322 0.073
98190 216.197 0.07
98189 198.485 0.078
98188 196.53 0.07
98187 184.63 0.071
98186 264.647 0.187
98185 183.612 0.072
98184 193.508 0.071
98183 180.742 0.068
98182 229.724 0.076
98181 238.215 0.08
98180 198.727 0.071
98179 182.024 0.07
98178 186.927 0.099
98177 177.163 0.072
98176 223.575 0.068
98175 184.548 0.072
98174 177.517 0.069
98173 213.918 0.08
98172 183.295 0.076
98171 224.784 0.094
98170 176.919 0.073
98169 192.119 0.071
98168 177.908 0.072
98167 243.459 0.086
98166 250.205 0.066
98165 243.186 0.064
98164 229.395 0.099
98163 176.835 0.066
98162 177.9 0.07
98161 178.463 0.071
98160 183.216 0.062
98159 177.854 0.066
98158 176.544 0.059
98157 176.14 0.065
98156 175.87 0.069
98155 176.376 0.07
98154 175.812 0.069
98153 175.847 0.072
98152 176.257 0.069
98151 175.957 0.071
98150 175.797 0.073
98149 175.93 0.068
98148 176.021 0.071
98147 175.948 0.07
98146 175.82 0.071
98145 175.799 0.071
98144 182.301 0.069
98143 175.846 0.071
98142 175.847 0.065
98141 175.986 0.07
98140 176.275 0.069
98139 175.947 0.073
98138 175.806 0.072
98137 175.804 0.073
98136 176.017 0.071
98135 175.939 0.069
98134 175.963 0.068
98133 186.819 0.073
98132 175.965 0.071
98131 176.196 0.071
98130 175.809 0.072
98129 175.895 0.073
98128 175.976 0.072
98127 175.807 0.07
98126 175.753 0.071
98125 175.84 0.069
98124 175.815 0.071
98123 175.911 0.069
98122 175.825 0.072
98121 175.856 0.073
98120 175.967 0.069
98119 175.751 0.073
98118 175.755 0.073
98117 175.906 0.071
98116 175.776 0.069
98115 175.809 0.066
98114 262.194 0.078
98113 180.535 0.062
98112 183.95 0.077
98111 219.601 0.06
98110 232.069 0.094
98109 230.202 0.089
98108 176.839 0.077
98107 245.788 0.141
98106 180.146 0.067
98105 216.497 0.074
98104 176.288 0.07
98103 175.999 0.073
98102 175.747 0.073
98101 176.095 0.075
98100 175.621 0.07
98099 175.737 0.071
98098 175.621 0.07
98097 175.64 0.072
98096 175.909 0.07
98095 200.244 0.068
98094 175.648 0.073
98093 175.631 0.072
98092 191.722 0.069
98091 175.842 0.072
98090 175.777 0.072
98089 175.753 0.069
98088 175.842 0.072
98087 175.743 0.072
98086 175.64 0.07
98085 181.94 0.073
98084 175.921 0.072
98083 175.824 0.07
98082 182.053 0.071
98081 175.724 0.07
98080 175.766 0.068
98079 182.352 0.072
98078 175.76 0.071
98077 176.169 0.07
98076 209.702 0.068
98075 176.011 0.069
98074 176.543 0.073
98073 175.661 0.078
98072 175.847 0.072
98071 175.821 0.069
98070 251.374 0.064
98069 191.463 0.052
98068 230.041 0.09
98067 276.414 0.083
98066 270.172 0.081
98065 259.811 0.083
98064 176.479 0.071
98063 176.765 0.07
98062 175.879 0.07
98061 210.508 0.068
98060 175.921 0.071
98059 176.162 0.078
98058 175.949 0.069
98057 175.812 0.072
98056 175.599 0.072
98055 175.715 0.069
98054 175.758 0.07
98053 175.755 0.07
98052 175.597 0.073
98051 193.741 0.061
98050 175.972 0.072
98049 176.249 0.07
98048 176.435 0.083
98047 182.007 0.069
98046 175.729 0.071
98045 175.654 0.071
98044 181.939 0.072
98043 175.642 0.074
98042 175.569 0.069
98041 175.572 0.07
98040 175.579 0.071
98039 175.701 0.071
98038 175.601 0.07
98037 175.505 0.071
98036 175.506 0.072
98035 175.817 0.074
98034 175.53 0.072
98033 175.541 0.07
98032 199.321 0.066
98031 176.041 0.069
98030 176.039 0.073
98029 175.731 0.068
98028 175.859 0.073
98027 303.606 0.16
98026 176.296 0.068
98025 176.157 0.07
98024 175.904 0.071
98023 175.878 0.071
98022 205.489 0.068
98021 175.72 0.073
98020 175.715 0.07
98019 175.765 0.071
98018 175.645 0.073
98017 175.815 0.068
98016 175.879 0.069
98015 175.912 0.071
98014 175.887 0.074
98013 175.63 0.071
98012 175.963 0.071
98011 175.894 0.07
98010 175.715 0.072
98009 175.744 0.07
98008 175.497 0.072
98007 175.822 0.067
98006 175.857 0.07
98005 175.856 0.072
98004 175.749 0.071
98003 175.667 0.071
98002 175.706 0.072
98001 175.571 0.072
98000 175.753 0.072
97999 175.61 0.073
97998 208.55 0.075
97997 176.53 0.067
97996 195.206 0.062
97995 175.491 0.068
97994 202.057 0.059
97993 175.592 0.069
97992 175.492 0.07
97991 175.764 0.072
97990 175.486 0.071
97989 175.673 0.071
97988 175.547 0.071
97987 175.864 0.067
97986 175.749 0.071
97985 175.881 0.072
97984 175.885 0.071
97983 175.737 0.071
97982 176.839 0.069
97981 176.123 0.042
97980 175.777 0.07
97979 175.592 0.072
97978 175.927 0.07
97977 175.704 0.071
97976 196.649 0.068
97975 175.717 0.07
97974 175.621 0.071
97973 175.569 0.072
97972 175.551 0.071
97971 182.1 0.072
97970 175.592 0.072
97969 175.633 0.072
97968 175.64 0.072
97967 175.53 0.07
97966 175.692 0.07
97965 181.856 0.073
97964 175.87 0.071
97963 175.558 0.072
97962 175.913 0.069
97961 175.439 0.071
97960 175.449 0.07
97959 175.461 0.071
97958 188.425 0.069
97957 175.559 0.073
97956 175.55 0.074
97955 175.586 0.071
97954 175.479 0.072
97953 175.698 0.071
97952 185.47 0.067
97951 175.484 0.046
97950 175.621 0.073
97949 188.14 0.071
97948 181.885 0.07
97947 175.485 0.07
97946 175.441 0.07
97945 182.107 0.069
97944 175.538 0.072
97943 175.576 0.073
97942 181.791 0.071
97941 175.373 0.07
97940 181.666 0.07
97939 184.105 0.073
97938 195.991 0.073
97937 175.797 0.07
97936 175.561 0.072
97935 175.584 0.071
97934 175.379 0.075
97933 175.464 0.071
97932 191.158 0.071
97931 182.128 0.07
97930 175.612 0.071
97929 175.436 0.071
97928 176.441 0.07
97927 175.629 0.071
97926 175.709 0.066
97925 175.663 0.072
97924 175.68 0.071
97923 181.79 0.074
97922 175.728 0.07
97921 176.06 0.071
97920 182.245 0.069
97919 175.885 0.073
97918 175.888 0.07
97917 175.543 0.069
97916 175.753 0.071
97915 175.506 0.072
97914 175.473 0.071
97913 176.079 0.073
97912 175.393 0.073
97911 175.637 0.071
97910 190.567 0.073
97909 175.831 0.071
97908 175.538 0.073
97907 194.366 0.067
97906 175.422 0.073
97905 185.22 0.068
97904 175.58 0.07
97903 175.343 0.07
97902 175.478 0.069
97901 175.48 0.072
97900 175.564 0.067
97899 175.585 0.073
97898 175.319 0.071
97897 175.439 0.069
97896 175.312 0.071
97895 175.419 0.07
97894 255.282 0.083
97893 176.231 0.045
97892 257.428 0.099
97891 208.65 0.075
97890 259.724 0.064
97889 206.12 0.2
97888 201.442 0.071
97887 200.531 0.047
97886 259.671 0.112
97885 230.037 0.07
97884 226.906 0.086
97883 284.365 0.106
97882 259.938 0.096
97881 188.245 0.057
97880 194.413 0.072
97879 190.322 0.096
97878 207.239 0.092
97877 258.302 0.106
97876 190.761 0.045
97875 197.433 0.083
97874 259.443 0.094
97873 208.6 0.086
97872 205.968 0.097
97871 176.895 0.065
97870 257.586 0.085
97869 246.912 0.094
97868 183.514 0.072
97867 209.656 0.073
97866 211.35 0.067
97865 272.198 0.118
97864 222.232 0.067
97863 184.874 0.069
97862 209.755 0.092
97861 281.603 0.065
97860 210.022 0.073
97859 202.949 0.108
97858 325.681 0.106
97857 256.75 0.101
97856 263.095 0.099
97855 279.405 0.106
97854 262.298 0.096
97853 291.567 0.081
97852 293.563 0.168
97851 263.702 0.084
97850 257.002 0.097
97849 262.604 0.096
97848 253.849 0.067
97847 273.406 0.077
97846 214.076 0.07
97845 184.822 0.08
97844 307.039 0.078
97843 252.362 0.097
97842 259.199 0.104
97841 283.127 0.104
97840 284.784 0.101
97839 278.041 0.095
97838 252.999 0.106
97837 260.765 0.087
97836 296.699 0.097
97835 186.282 0.092
97834 248.995 0.097
97833 246.989 0.085
97832 256.008 0.112
97831 253.839 0.089
97830 255.826 0.079
97829 246.009 0.087
97828 256.631 0.071
97827 256.608 0.089
97826 255.791 0.089
97825 276.363 0.106
97824 245.069 0.085
97823 256.757 0.09
97822 256.277 0.088
97821 253.067 0.063
97820 273.53 0.099
97819 269.623 0.107
97818 229.411 0.068
97817 288.162 0.068
97816 196.944 0.047
97815 175.753 0.072
97814 175.647 0.071
97813 175.991 0.071
97812 175.732 0.073
97811 175.672 0.073
97810 175.428 0.069
97809 175.525 0.071
97808 175.435 0.07
97807 175.981 0.07
97806 175.468 0.07
97805 175.45 0.069
97804 175.631 0.072
97803 175.403 0.073
97802 175.295 0.071
97801 175.869 0.069
97800 175.237 0.073
97799 175.636 0.072
97798 177.298 0.064
97797 177.638 0.068
97796 196.474 0.062
97795 178.208 0.065
97794 178.267 0.061
97793 178.201 0.066
97792 177.72 0.067
97791 191.645 0.075
97790 178.41 0.065
97789 178.038 0.065
97788 176.006 0.063
97787 177.882 0.066
97786 177.771 0.072
97785 178.169 0.072
97784 182.322 0.069
97783 177.798 0.07
97782 177.967 0.071
97781 178.055 0.07
97780 177.985 0.067
97779 178.157 0.057
97778 178.116 0.063
97777 178.116 0.067
97776 178.063 0.062
97775 178.214 0.068
97774 190.515 0.066
97773 178.21 0.059
97772 254.741 0.08
97771 177.792 0.069
97770 175.273 0.066
97769 175.74 0.073
97768 175.133 0.07
97767 175.241 0.067
97766 175.238 0.072
97765 175.146 0.072
97764 175.223 0.071
97763 175.467 0.072
97762 175.267 0.072
97761 175.29 0.073
97760 175.576 0.074
97759 175.325 0.072
97758 175.203 0.07
97757 175.416 0.073
97756 175.508 0.071
97755 175.42 0.071
97754 175.532 0.071
97753 175.173 0.07
97752 175.668 0.071
97751 175.273 0.073
97750 175.171 0.071
97749 175.224 0.073
97748 178.2 0.085
97747 258.801 0.102
97746 198.826 0.084
97745 255.568 0.11
97744 216.946 0.095
97743 255.643 0.117
97742 218.859 0.068
97741 232.341 0.068
97740 206.17 0.08
97739 207.971 0.069
97738 179.727 0.068
97737 266.319 0.094
97736 220.88 0.072
97735 258.895 0.105
97734 223.328 0.127
97733 257.096 0.091
97732 177.786 0.071
97731 275.582 0.109
97730 176.821 0.084
97729 268.958 0.098
97728 228.314 0.102
97727 199.595 0.061
97726 175.501 0.07
97725 203.775 0.067
97724 203.206 0.078
97723 238.175 0.064
